"group","code","major","minor","broad","detailed","title","essential","notes"
"Broad","49-9020","49-0000","49-9000","49-9020",NA,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",1,NA
"Detailed","49-9021","49-0000","49-9000","49-9020","49-9021","Heating, Air Conditioning, and Refrigeration Mechanics and Installers",1,NA
"Broad","49-9030","49-0000","49-9000","49-9030",NA,"Home Appliance Repairers",1,NA
"Detailed","49-9031","49-0000","49-9000","49-9030","49-9031","Home Appliance Repairers",1,NA
"Broad","49-9040","49-0000","49-9000","49-9040",NA,"Industrial Machinery Installation, Repair, and Maintenance Workers",1,NA
"Detailed","49-9041","49-0000","49-9000","49-9040","49-9041","Industrial Machinery Mechanics",1,NA
"Detailed","49-9043","49-0000","49-9000","49-9040","49-9043","Maintenance Workers, Machinery",1,NA
"Detailed","49-9044","49-0000","49-9000","49-9040","49-9044","Millwrights",1,NA
"Detailed","49-9045","49-0000","49-9000","49-9040","49-9045","Refractory Materials Repairers, Except Brickmasons",1,NA
"Broad","49-9050","49-0000","49-9000","49-9050",NA,"Line Installers and Repairers",1,NA
"Detailed","49-9051","49-0000","49-9000","49-9050","49-9051","Electrical Power-Line Installers and Repairers",1,NA
"Detailed","49-9052","49-0000","49-9000","49-9050","49-9052","Telecommunications Line Installers and Repairers",1,NA
"Broad","49-9060","49-0000","49-9000","49-9060",NA,"Precision Instrument and Equipment Repairers",1,NA
"Detailed","49-9061","49-0000","49-9000","49-9060","49-9061","Camera and Photographic Equipment Repairers",1,NA
"Detailed","49-9062","49-0000","49-9000","49-9060","49-9062","Medical Equipment Repairers",1,NA
"Detailed","49-9063","49-0000","49-9000","49-9060","49-9063","Musical Instrument Repairers and Tuners",1,NA
"Detailed","49-9064","49-0000","49-9000","49-9060","49-9064","Watch and Clock Repairers",1,NA
"Detailed","49-9069","49-0000","49-9000","49-9060","49-9069","Precision Instrument and Equipment Repairers, All Other",1,NA
"Broad","49-9070","49-0000","49-9000","49-9070",NA,"Maintenance and Repair Workers, General",1,NA
"Detailed","49-9071","49-0000","49-9000","49-9070","49-9071","Maintenance and Repair Workers, General",1,NA
"Broad","49-9080","49-0000","49-9000","49-9080",NA,"Wind Turbine Service Technicians",0,NA
"Detailed","49-9081","49-0000","49-9000","49-9080","49-9081","Wind Turbine Service Technicians",0,NA
"Broad","49-9090","49-0000","49-9000","49-9090",NA,"Miscellaneous Installation, Maintenance, and Repair Workers",1,NA
"Detailed","49-9091","49-0000","49-9000","49-9090","49-9091","Coin, Vending, and Amusement Machine Servicers and Repairers",1,NA
"Detailed","49-9092","49-0000","49-9000","49-9090","49-9092","Commercial Divers",1,NA
"Detailed","49-9094","49-0000","49-9000","49-9090","49-9094","Locksmiths and Safe Repairers",1,NA
"Detailed","49-9095","49-0000","49-9000","49-9090","49-9095","Manufactured Building and Mobile Home Installers",1,NA
"Detailed","49-9096","49-0000","49-9000","49-9090","49-9096","Riggers",1,NA
"Detailed","49-9097","49-0000","49-9000","49-9090","49-9097","Signal and Track Switch Repairers",1,NA
"Detailed","49-9098","49-0000","49-9000","49-9090","49-9098","Helpers--Installation, Maintenance, and Repair Workers",1,NA
"Detailed","49-9099","49-0000","49-9000","49-9090","49-9099","Installation, Maintenance, and Repair Workers, All Other",1,NA
"Broad","49-9090","51-0000","49-9000","49-9090",NA,"Production Occupations",1,NA
"Broad","49-9090","51-0000","51-1000","49-9090",NA,"Supervisors of Production Workers",1,NA
"Broad","51-1010","51-0000","51-1000","51-1010",NA,"First-Line Supervisors of Production and Operating Workers",1,NA
"Detailed","51-1011","51-0000","51-1000","51-1010","51-1011","First-Line Supervisors of Production and Operating Workers",1,NA
"Broad","51-1010","51-0000","51-2000","51-1010",NA,"Assemblers and Fabricators",1,NA
"Broad","51-2010","51-0000","51-2000","51-2010",NA,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",0,NA
"Detailed","51-2011","51-0000","51-2000","51-2010","51-2011","Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",0,NA
"Broad","51-2020","51-0000","51-2000","51-2020",NA,"Electrical, Electronics, and Electromechanical Assemblers",1,NA
"Detailed","51-2021","51-0000","51-2000","51-2020","51-2021","Coil Winders, Tapers, and Finishers",1,NA
"Detailed","51-2022","51-0000","51-2000","51-2020","51-2022","Electrical and Electronic Equipment Assemblers",1,NA
"Detailed","51-2023","51-0000","51-2000","51-2020","51-2023","Electromechanical Equipment Assemblers",1,NA
"Broad","51-2030","51-0000","51-2000","51-2030",NA,"Engine and Other Machine Assemblers",1,NA
"Detailed","51-2031","51-0000","51-2000","51-2030","51-2031","Engine and Other Machine Assemblers",1,NA
"Broad","51-2040","51-0000","51-2000","51-2040",NA,"Structural Metal Fabricators and Fitters",1,NA
"Detailed","51-2041","51-0000","51-2000","51-2040","51-2041","Structural Metal Fabricators and Fitters",1,NA
"Broad","51-2050","51-0000","51-2000","51-2050",NA,"Fiberglass Laminators and Fabricators",1,NA
"Detailed","51-2051","51-0000","51-2000","51-2050","51-2051","Fiberglass Laminators and Fabricators",1,NA
"Broad","51-2060","51-0000","51-2000","51-2060",NA,"Timing Device Assemblers and Adjusters",0,NA
"Detailed","51-2061","51-0000","51-2000","51-2060","51-2061","Timing Device Assemblers and Adjusters",0,NA
"Broad","51-2090","51-0000","51-2000","51-2090",NA,"Miscellaneous Assemblers and Fabricators",1,NA
"Detailed","51-2092","51-0000","51-2000","51-2090","51-2092","Team Assemblers",1,NA
"Detailed","51-2099","51-0000","51-2000","51-2090","51-2099","Assemblers and Fabricators, All Other",1,NA
"Broad","51-2090","51-0000","51-3000","51-2090",NA,"Food Processing Workers",1,NA
"Broad","51-3010","51-0000","51-3000","51-3010",NA,"Bakers",1,NA
"Detailed","51-3011","51-0000","51-3000","51-3010","51-3011","Bakers",1,NA
"Broad","51-3020","51-0000","51-3000","51-3020",NA,"Butchers and Other Meat, Poultry, and Fish Processing Workers",1,NA
"Detailed","51-3021","51-0000","51-3000","51-3020","51-3021","Butchers and Meat Cutters",1,NA
"Detailed","51-3022","51-0000","51-3000","51-3020","51-3022","Meat, Poultry, and Fish Cutters and Trimmers",1,NA
"Detailed","51-3023","51-0000","51-3000","51-3020","51-3023","Slaughterers and Meat Packers",1,NA
"Broad","51-3090","51-0000","51-3000","51-3090",NA,"Miscellaneous Food Processing Workers",1,NA
"Detailed","51-3091","51-0000","51-3000","51-3090","51-3091","Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",1,NA
"Detailed","51-3092","51-0000","51-3000","51-3090","51-3092","Food Batchmakers",1,NA
"Detailed","51-3093","51-0000","51-3000","51-3090","51-3093","Food Cooking Machine Operators and Tenders",1,NA
"Detailed","51-3099","51-0000","51-3000","51-3090","51-3099","Food Processing Workers, All Other",1,NA
"Broad","51-3090","51-0000","51-4000","51-3090",NA,"Metal Workers and Plastic Workers",1,NA
"Broad","51-4020","51-0000","51-4000","51-4020",NA,"Forming Machine Setters, Operators, and Tenders, Metal and Plastic",1,NA
"Detailed","51-4021","51-0000","51-4000","51-4020","51-4021","Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",1,NA
"Detailed","51-4022","51-0000","51-4000","51-4020","51-4022","Forging Machine Setters, Operators, and Tenders, Metal and Plastic",1,NA
"Detailed","51-4023","51-0000","51-4000","51-4020","51-4023","Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",1,NA
"Broad","51-4030","51-0000","51-4000","51-4030",NA,"Machine Tool Cutting Setters, Operators, and Tenders, Metal and Plastic",1,NA
"Detailed","51-4031","51-0000","51-4000","51-4030","51-4031","Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",1,NA
"Detailed","51-4032","51-0000","51-4000","51-4030","51-4032","Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",1,NA
"Detailed","51-4033","51-0000","51-4000","51-4030","51-4033","Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",1,NA
"Detailed","51-4034","51-0000","51-4000","51-4030","51-4034","Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",1,NA
"Detailed","51-4035","51-0000","51-4000","51-4030","51-4035","Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",1,NA
"Broad","51-4040","51-0000","51-4000","51-4040",NA,"Machinists",1,NA
"Detailed","51-4041","51-0000","51-4000","51-4040","51-4041","Machinists",1,NA
"Broad","51-4050","51-0000","51-4000","51-4050",NA,"Metal Furnace Operators, Tenders, Pourers, and Casters",1,NA
"Detailed","51-4051","51-0000","51-4000","51-4050","51-4051","Metal-Refining Furnace Operators and Tenders",1,NA
"Detailed","51-4052","51-0000","51-4000","51-4050","51-4052","Pourers and Casters, Metal",1,NA
"Broad","51-4060","51-0000","51-4000","51-4060",NA,"Model Makers and Patternmakers, Metal and Plastic",1,NA
"Detailed","51-4061","51-0000","51-4000","51-4060","51-4061","Model Makers, Metal and Plastic",1,NA
"Detailed","51-4062","51-0000","51-4000","51-4060","51-4062","Patternmakers, Metal and Plastic",1,NA
"Broad","51-4070","51-0000","51-4000","51-4070",NA,"Molders and Molding Machine Setters, Operators, and Tenders, Metal and Plastic",1,NA
"Detailed","51-4071","51-0000","51-4000","51-4070","51-4071","Foundry Mold and Coremakers",1,NA
"Detailed","51-4072","51-0000","51-4000","51-4070","51-4072","Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",1,NA
"Broad","51-4080","51-0000","51-4000","51-4080",NA,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",1,NA
"Detailed","51-4081","51-0000","51-4000","51-4080","51-4081","Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",1,NA
"Broad","51-4110","51-0000","51-4000","51-4110",NA,"Tool and Die Makers",1,NA
"Detailed","51-4111","51-0000","51-4000","51-4110","51-4111","Tool and Die Makers",1,NA
"Broad","51-4120","51-0000","51-4000","51-4120",NA,"Welding, Soldering, and Brazing Workers",1,NA
"Detailed","51-4121","51-0000","51-4000","51-4120","51-4121","Welders, Cutters, Solderers, and Brazers",1,NA
"Detailed","51-4122","51-0000","51-4000","51-4120","51-4122","Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",1,NA
"Broad","51-4190","51-0000","51-4000","51-4190",NA,"Miscellaneous Metal Workers and Plastic Workers",1,NA
"Detailed","51-4191","51-0000","51-4000","51-4190","51-4191","Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",1,NA
"Detailed","51-4192","51-0000","51-4000","51-4190","51-4192","Layout Workers, Metal and Plastic",1,NA
"Detailed","51-4193","51-0000","51-4000","51-4190","51-4193","Plating Machine Setters, Operators, and Tenders, Metal and Plastic",1,NA
"Detailed","51-4194","51-0000","51-4000","51-4190","51-4194","Tool Grinders, Filers, and Sharpeners",1,NA
"Detailed","51-4199","51-0000","51-4000","51-4190","51-4199","Metal Workers and Plastic Workers, All Other",1,NA
"Broad","51-4190","51-0000","51-5100","51-4190",NA,"Printing Workers",1,NA
"Broad","51-5110","51-0000","51-5100","51-5110",NA,"Printing Workers",0,NA
"Detailed","51-5111","51-0000","51-5100","51-5110","51-5111","Prepress Technicians and Workers",0,NA
"Detailed","51-5112","51-0000","51-5100","51-5110","51-5112","Printing Press Operators",0,NA
"Detailed","51-5113","51-0000","51-5100","51-5110","51-5113","Print Binding and Finishing Workers",0,NA
"Broad","51-5110","51-0000","51-6000","51-5110",NA,"Textile, Apparel, and Furnishings Workers",0,NA
"Broad","51-6010","51-0000","51-6000","51-6010",NA,"Laundry and Dry-Cleaning Workers",1,NA
"Detailed","51-6011","51-0000","51-6000","51-6010","51-6011","Laundry and Dry-Cleaning Workers",1,NA
"Broad","51-6020","51-0000","51-6000","51-6020",NA,"Pressers, Textile, Garment, and Related Materials",0,NA
"Detailed","51-6021","51-0000","51-6000","51-6020","51-6021","Pressers, Textile, Garment, and Related Materials",0,NA
"Broad","51-6030","51-0000","51-6000","51-6030",NA,"Sewing Machine Operators",1,NA
"Detailed","51-6031","51-0000","51-6000","51-6030","51-6031","Sewing Machine Operators",1,NA
"Broad","51-6040","51-0000","51-6000","51-6040",NA,"Shoe and Leather Workers",0,NA
"Detailed","51-6041","51-0000","51-6000","51-6040","51-6041","Shoe and Leather Workers and Repairers",0,NA
"Detailed","51-6042","51-0000","51-6000","51-6040","51-6042","Shoe Machine Operators and Tenders",0,NA
"Broad","51-6050","51-0000","51-6000","51-6050",NA,"Tailors, Dressmakers, and Sewers",0,NA
"Detailed","51-6051","51-0000","51-6000","51-6050","51-6051","Sewers, Hand",0,NA
"Detailed","51-6052","51-0000","51-6000","51-6050","51-6052","Tailors, Dressmakers, and Custom Sewers",0,NA
"Broad","51-6060","51-0000","51-6000","51-6060",NA,"Textile Machine Setters, Operators, and Tenders",1,NA
"Detailed","51-6061","51-0000","51-6000","51-6060","51-6061","Textile Bleaching and Dyeing Machine Operators and Tenders",1,NA
"Detailed","51-6062","51-0000","51-6000","51-6060","51-6062","Textile Cutting Machine Setters, Operators, and Tenders",1,NA
"Detailed","51-6063","51-0000","51-6000","51-6060","51-6063","Textile Knitting and Weaving Machine Setters, Operators, and Tenders",1,NA
"Detailed","51-6064","51-0000","51-6000","51-6060","51-6064","Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",1,NA
"Broad","51-6090","51-0000","51-6000","51-6090",NA,"Miscellaneous Textile, Apparel, and Furnishings Workers",1,NA
"Detailed","51-6091","51-0000","51-6000","51-6090","51-6091","Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",1,NA
"Detailed","51-6092","51-0000","51-6000","51-6090","51-6092","Fabric and Apparel Patternmakers",1,NA
"Detailed","51-6093","51-0000","51-6000","51-6090","51-6093","Upholsterers",1,NA
"Detailed","51-6099","51-0000","51-6000","51-6090","51-6099","Textile, Apparel, and Furnishings Workers, All Other",1,NA
"Broad","51-6090","51-0000","51-7000","51-6090",NA,"Woodworkers",1,NA
"Broad","51-7010","51-0000","51-7000","51-7010",NA,"Cabinetmakers and Bench Carpenters",0,NA
"Detailed","51-7011","51-0000","51-7000","51-7010","51-7011","Cabinetmakers and Bench Carpenters",0,NA
"Broad","51-7020","51-0000","51-7000","51-7020",NA,"Furniture Finishers",0,NA
"Detailed","51-7021","51-0000","51-7000","51-7020","51-7021","Furniture Finishers",0,NA
"Broad","51-7030","51-0000","51-7000","51-7030",NA,"Model Makers and Patternmakers, Wood",0,NA
"Detailed","51-7031","51-0000","51-7000","51-7030","51-7031","Model Makers, Wood",0,NA
"Detailed","51-7032","51-0000","51-7000","51-7030","51-7032","Patternmakers, Wood",0,NA
"Broad","51-7040","51-0000","51-7000","51-7040",NA,"Woodworking Machine Setters, Operators, and Tenders",0,NA
"Detailed","51-7041","51-0000","51-7000","51-7040","51-7041","Sawing Machine Setters, Operators, and Tenders, Wood",0,NA
"Detailed","51-7042","51-0000","51-7000","51-7040","51-7042","Woodworking Machine Setters, Operators, and Tenders, Except Sawing",0,NA
"Broad","51-7090","51-0000","51-7000","51-7090",NA,"Miscellaneous Woodworkers",0,NA
"Detailed","51-7099","51-0000","51-7000","51-7090","51-7099","Woodworkers, All Other",0,NA
"Broad","51-7090","51-0000","51-8000","51-7090",NA,"Plant and System Operators",0,NA
"Broad","51-8010","51-0000","51-8000","51-8010",NA,"Power Plant Operators, Distributors, and Dispatchers",1,NA
"Detailed","51-8011","51-0000","51-8000","51-8010","51-8011","Nuclear Power Reactor Operators",1,NA
"Detailed","51-8012","51-0000","51-8000","51-8010","51-8012","Power Distributors and Dispatchers",1,NA
"Detailed","51-8013","51-0000","51-8000","51-8010","51-8013","Power Plant Operators",1,NA
"Broad","51-8020","51-0000","51-8000","51-8020",NA,"Stationary Engineers and Boiler Operators",1,NA
"Detailed","51-8021","51-0000","51-8000","51-8020","51-8021","Stationary Engineers and Boiler Operators",1,NA
"Broad","51-8030","51-0000","51-8000","51-8030",NA,"Water and Wastewater Treatment Plant and System Operators",1,NA
"Detailed","51-8031","51-0000","51-8000","51-8030","51-8031","Water and Wastewater Treatment Plant and System Operators",1,NA
"Broad","51-8090","51-0000","51-8000","51-8090",NA,"Miscellaneous Plant and System Operators",1,NA
"Detailed","51-8091","51-0000","51-8000","51-8090","51-8091","Chemical Plant and System Operators",1,NA
"Detailed","51-8092","51-0000","51-8000","51-8090","51-8092","Gas Plant Operators",1,NA
"Detailed","51-8093","51-0000","51-8000","51-8090","51-8093","Petroleum Pump System Operators, Refinery Operators, and Gaugers",1,NA
"Detailed","51-8099","51-0000","51-8000","51-8090","51-8099","Plant and System Operators, All Other",1,NA
"Broad","51-8090","51-0000","51-9000","51-8090",NA,"Other Production Occupations",1,NA
"Broad","51-9010","51-0000","51-9000","51-9010",NA,"Chemical Processing Machine Setters, Operators, and Tenders",1,NA
"Detailed","51-9011","51-0000","51-9000","51-9010","51-9011","Chemical Equipment Operators and Tenders",1,NA
"Detailed","51-9012","51-0000","51-9000","51-9010","51-9012","Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",1,NA
"Broad","51-9020","51-0000","51-9000","51-9020",NA,"Crushing, Grinding, Polishing, Mixing, and Blending Workers",1,NA
"Detailed","51-9021","51-0000","51-9000","51-9020","51-9021","Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",1,NA
"Detailed","51-9022","51-0000","51-9000","51-9020","51-9022","Grinding and Polishing Workers, Hand",1,NA
"Detailed","51-9023","51-0000","51-9000","51-9020","51-9023","Mixing and Blending Machine Setters, Operators, and Tenders",1,NA
"Broad","51-9030","51-0000","51-9000","51-9030",NA,"Cutting Workers",1,NA
"Detailed","51-9031","51-0000","51-9000","51-9030","51-9031","Cutters and Trimmers, Hand",1,NA
"Detailed","51-9032","51-0000","51-9000","51-9030","51-9032","Cutting and Slicing Machine Setters, Operators, and Tenders",1,NA
"Broad","51-9040","51-0000","51-9000","51-9040",NA,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",1,NA
"Detailed","51-9041","51-0000","51-9000","51-9040","51-9041","Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",1,NA
"Broad","51-9050","51-0000","51-9000","51-9050",NA,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",1,NA
"Detailed","51-9051","51-0000","51-9000","51-9050","51-9051","Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",1,NA
"Broad","51-9060","51-0000","51-9000","51-9060",NA,"Inspectors, Testers, Sorters, Samplers, and Weighers",1,NA
"Detailed","51-9061","51-0000","51-9000","51-9060","51-9061","Inspectors, Testers, Sorters, Samplers, and Weighers",1,NA
"Broad","51-9070","51-0000","51-9000","51-9070",NA,"Jewelers and Precious Stone and Metal Workers",0,NA
"Detailed","51-9071","51-0000","51-9000","51-9070","51-9071","Jewelers and Precious Stone and Metal Workers",0,NA
"Broad","51-9080","51-0000","51-9000","51-9080",NA,"Dental and Ophthalmic Laboratory Technicians and Medical Appliance Technicians",0,NA
"Detailed","51-9081","51-0000","51-9000","51-9080","51-9081","Dental Laboratory Technicians",0,NA
"Detailed","51-9082","51-0000","51-9000","51-9080","51-9082","Medical Appliance Technicians",0,NA
"Detailed","51-9083","51-0000","51-9000","51-9080","51-9083","Ophthalmic Laboratory Technicians",0,NA
"Broad","51-9110","51-0000","51-9000","51-9110",NA,"Packaging and Filling Machine Operators and Tenders",1,NA
"Detailed","51-9111","51-0000","51-9000","51-9110","51-9111","Packaging and Filling Machine Operators and Tenders",1,NA
"Broad","51-9120","51-0000","51-9000","51-9120",NA,"Painting Workers",1,NA
"Detailed","51-9123","51-0000","51-9000","51-9120","51-9123","Painting, Coating, and Decorating Workers",1,NA
"Detailed","51-9124","51-0000","51-9000","51-9120","51-9124","Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",1,NA
"Broad","51-9140","51-0000","51-9000","51-9140",NA,"Semiconductor Processing Technicians",1,NA
"Detailed","51-9141","51-0000","51-9000","51-9140","51-9141","Semiconductor Processing Technicians",1,NA
"Broad","51-9150","51-0000","51-9000","51-9150",NA,"Photographic Process Workers and Processing Machine Operators",0,NA
"Detailed","51-9151","51-0000","51-9000","51-9150","51-9151","Photographic Process Workers and Processing Machine Operators",0,NA
"Broad","51-9160","51-0000","51-9000","51-9160",NA,"Computer Numerically Controlled Tool Operators and Programmers",1,NA
"Detailed","51-9161","51-0000","51-9000","51-9160","51-9161","Computer Numerically Controlled Tool Operators",1,NA
"Detailed","51-9162","51-0000","51-9000","51-9160","51-9162","Computer Numerically Controlled Tool Programmers",1,NA
"Broad","51-9190","51-0000","51-9000","51-9190",NA,"Miscellaneous Production Workers",1,NA
"Detailed","51-9191","51-0000","51-9000","51-9190","51-9191","Adhesive Bonding Machine Operators and Tenders",1,NA
"Detailed","51-9192","51-0000","51-9000","51-9190","51-9192","Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",1,NA
"Detailed","51-9193","51-0000","51-9000","51-9190","51-9193","Cooling and Freezing Equipment Operators and Tenders",1,NA
"Detailed","51-9194","51-0000","51-9000","51-9190","51-9194","Etchers and Engravers",1,NA
"Detailed","51-9195","51-0000","51-9000","51-9190","51-9195","Molders, Shapers, and Casters, Except Metal and Plastic",1,NA
"Detailed","51-9196","51-0000","51-9000","51-9190","51-9196","Paper Goods Machine Setters, Operators, and Tenders",1,NA
"Detailed","51-9197","51-0000","51-9000","51-9190","51-9197","Tire Builders",1,NA
"Detailed","51-9198","51-0000","51-9000","51-9190","51-9198","Helpers--Production Workers",1,NA
"Detailed","51-9199","51-0000","51-9000","51-9190","51-9199","Production Workers, All Other",1,NA
"Broad","51-9190","53-0000","51-9000","51-9190",NA,"Transportation and Material Moving Occupations",1,NA
"Broad","51-9190","53-0000","53-1000","51-9190",NA,"Supervisors of Transportation and Material Moving Workers",1,NA
"Broad","53-1040","53-0000","53-1000","53-1040",NA,"First-Line Supervisors of Transportation and Material Moving Workers",1,NA
"Detailed","53-1041","53-0000","53-1000","53-1040","53-1041","Aircraft Cargo Handling Supervisors",1,NA
"Detailed","53-1042","53-0000","53-1000","53-1040","53-1042","First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",1,NA
"Detailed","53-1043","53-0000","53-1000","53-1040","53-1043","First-Line Supervisors of Material-Moving Machine and Vehicle Operators",1,NA
"Detailed","53-1044","53-0000","53-1000","53-1040","53-1044","First-Line Supervisors of Passenger Attendants",1,NA
"Detailed","53-1049","53-0000","53-1000","53-1040","53-1049","First-Line Supervisors of Transportation Workers, All Other",1,NA
"Broad","53-1040","53-0000","53-2000","53-1040",NA,"Air Transportation Workers",1,NA
"Broad","53-2010","53-0000","53-2000","53-2010",NA,"Aircraft Pilots and Flight Engineers",1,NA
"Detailed","53-2011","53-0000","53-2000","53-2010","53-2011","Airline Pilots, Copilots, and Flight Engineers",1,NA
"Detailed","53-2012","53-0000","53-2000","53-2010","53-2012","Commercial Pilots",1,NA
"Broad","53-2020","53-0000","53-2000","53-2020",NA,"Air Traffic Controllers and Airfield Operations Specialists",1,NA
"Detailed","53-2021","53-0000","53-2000","53-2020","53-2021","Air Traffic Controllers",1,NA
"Detailed","53-2022","53-0000","53-2000","53-2020","53-2022","Airfield Operations Specialists",1,NA
"Broad","53-2030","53-0000","53-2000","53-2030",NA,"Flight Attendants",0,NA
"Detailed","53-2031","53-0000","53-2000","53-2030","53-2031","Flight Attendants",0,NA
"Broad","53-2030","53-0000","53-3000","53-2030",NA,"Motor Vehicle Operators",0,NA
"Broad","53-3010","53-0000","53-3000","53-3010",NA,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",0,NA
"Detailed","53-3011","53-0000","53-3000","53-3010","53-3011","Ambulance Drivers and Attendants, Except Emergency Medical Technicians",0,NA
"Broad","53-3030","53-0000","53-3000","53-3030",NA,"Driver/Sales Workers and Truck Drivers",1,NA
"Detailed","53-3031","53-0000","53-3000","53-3030","53-3031","Driver/Sales Workers",1,NA
"Detailed","53-3032","53-0000","53-3000","53-3030","53-3032","Heavy and Tractor-Trailer Truck Drivers",1,NA
"Detailed","53-3033","53-0000","53-3000","53-3030","53-3033","Light Truck Drivers",1,NA
"Broad","53-3050","53-0000","53-3000","53-3050",NA,"Passenger Vehicle Drivers",1,NA
"Detailed","53-3051","53-0000","53-3000","53-3050","53-3051","Bus Drivers, School",1,NA
"Detailed","53-3052","53-0000","53-3000","53-3050","53-3052","Bus Drivers, Transit and Intercity",1,NA
"Detailed","53-3053","53-0000","53-3000","53-3050","53-3053","Shuttle Drivers and Chauffeurs",1,NA
"Detailed","53-3054","53-0000","53-3000","53-3050","53-3054","Taxi Drivers",1,NA
"Broad","53-3090","53-0000","53-3000","53-3090",NA,"Miscellaneous Motor Vehicle Operators",0,NA
"Detailed","53-3099","53-0000","53-3000","53-3090","53-3099","Motor Vehicle Operators, All Other",0,NA
"Broad","53-3090","53-0000","53-4000","53-3090",NA,"Rail Transportation Workers",0,NA
"Broad","53-4010","53-0000","53-4000","53-4010",NA,"Locomotive Engineers and Operators",1,NA
"Detailed","53-4011","53-0000","53-4000","53-4010","53-4011","Locomotive Engineers",1,NA
"Detailed","53-4013","53-0000","53-4000","53-4010","53-4013","Rail Yard Engineers, Dinkey Operators, and Hostlers",1,NA
"Broad","53-4020","53-0000","53-4000","53-4020",NA,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",1,NA
"Detailed","53-4022","53-0000","53-4000","53-4020","53-4022","Railroad Brake, Signal, and Switch Operators and Locomotive Firers",1,NA
"Broad","53-4030","53-0000","53-4000","53-4030",NA,"Railroad Conductors and Yardmasters",1,NA
"Detailed","53-4031","53-0000","53-4000","53-4030","53-4031","Railroad Conductors and Yardmasters",1,NA
"Broad","53-4040","53-0000","53-4000","53-4040",NA,"Subway and Streetcar Operators",0,NA
"Detailed","53-4041","53-0000","53-4000","53-4040","53-4041","Subway and Streetcar Operators",0,NA
"Broad","53-4090","53-0000","53-4000","53-4090",NA,"Miscellaneous Rail Transportation Workers",1,NA
"Detailed","53-4099","53-0000","53-4000","53-4090","53-4099","Rail Transportation Workers, All Other",1,NA
"Broad","53-4090","53-0000","53-5000","53-4090",NA,"Water Transportation Workers",1,NA
"Broad","53-5010","53-0000","53-5000","53-5010",NA,"Sailors and Marine Oilers",1,NA
"Detailed","53-5011","53-0000","53-5000","53-5010","53-5011","Sailors and Marine Oilers",1,NA
"Broad","53-5020","53-0000","53-5000","53-5020",NA,"Ship and Boat Captains and Operators",1,NA
"Detailed","53-5021","53-0000","53-5000","53-5020","53-5021","Captains, Mates, and Pilots of Water Vessels",1,NA
"Detailed","53-5022","53-0000","53-5000","53-5020","53-5022","Motorboat Operators",1,NA
"Broad","53-5030","53-0000","53-5000","53-5030",NA,"Ship Engineers",1,NA
"Detailed","53-5031","53-0000","53-5000","53-5030","53-5031","Ship Engineers",1,NA
"Broad","53-5030","53-0000","53-6000","53-5030",NA,"Other Transportation Workers",1,NA
"Broad","53-6010","53-0000","53-6000","53-6010",NA,"Bridge and Lock Tenders",1,NA
"Detailed","53-6011","53-0000","53-6000","53-6010","53-6011","Bridge and Lock Tenders",1,NA
"Broad","53-6020","53-0000","53-6000","53-6020",NA,"Parking Attendants",0,NA
"Detailed","53-6021","53-0000","53-6000","53-6020","53-6021","Parking Attendants",0,NA
"Broad","53-6030","53-0000","53-6000","53-6030",NA,"Transportation Service Attendants",1,NA
"Detailed","53-6031","53-0000","53-6000","53-6030","53-6031","Automotive and Watercraft Service Attendants",1,NA
"Detailed","53-6032","53-0000","53-6000","53-6030","53-6032","Aircraft Service Attendants",1,NA
"Broad","53-6040","53-0000","53-6000","53-6040",NA,"Traffic Technicians",1,NA
