"major","minor","broad","detailed","major.title","minor.title","broad.title","detailed.title","notes"
"17-0000","17-3000","17-3030",NA,"Architecture and Engineering Occupations","Drafters, Engineering Technicians, and Mapping Technicians","Surveying and Mapping Technicians",NA,NA
"17-0000","17-3000","17-3030","17-3031","Architecture and Engineering Occupations","Drafters, Engineering Technicians, and Mapping Technicians","Surveying and Mapping Technicians","Surveying and Mapping Technicians",NA
"19-0000",NA,NA,NA,"Life, Physical, and Social Science Occupations",NA,NA,NA,NA
"19-0000","19-1000",NA,NA,"Life, Physical, and Social Science Occupations","Life Scientists",NA,NA,NA
"19-0000","19-1000","19-1010",NA,"Life, Physical, and Social Science Occupations","Life Scientists","Agricultural and Food Scientists",NA,NA
"19-0000","19-1000","19-1010","19-1011","Life, Physical, and Social Science Occupations","Life Scientists","Agricultural and Food Scientists","Animal Scientists",NA
"19-0000","19-1000","19-1010","19-1012","Life, Physical, and Social Science Occupations","Life Scientists","Agricultural and Food Scientists","Food Scientists and Technologists",NA
"19-0000","19-1000","19-1010","19-1013","Life, Physical, and Social Science Occupations","Life Scientists","Agricultural and Food Scientists","Soil and Plant Scientists",NA
"19-0000","19-1000","19-1020",NA,"Life, Physical, and Social Science Occupations","Life Scientists","Biological Scientists",NA,NA
"19-0000","19-1000","19-1020","19-1021","Life, Physical, and Social Science Occupations","Life Scientists","Biological Scientists","Biochemists and Biophysicists",NA
"19-0000","19-1000","19-1020","19-1022","Life, Physical, and Social Science Occupations","Life Scientists","Biological Scientists","Microbiologists",NA
"19-0000","19-1000","19-1020","19-1023","Life, Physical, and Social Science Occupations","Life Scientists","Biological Scientists","Zoologists and Wildlife Biologists",NA
"19-0000","19-1000","19-1020","19-1029","Life, Physical, and Social Science Occupations","Life Scientists","Biological Scientists","Biological Scientists, All Other",NA
"19-0000","19-1000","19-1030",NA,"Life, Physical, and Social Science Occupations","Life Scientists","Conservation Scientists and Foresters",NA,NA
"19-0000","19-1000","19-1030","19-1031","Life, Physical, and Social Science Occupations","Life Scientists","Conservation Scientists and Foresters","Conservation Scientists",NA
"19-0000","19-1000","19-1030","19-1032","Life, Physical, and Social Science Occupations","Life Scientists","Conservation Scientists and Foresters","Foresters",NA
"19-0000","19-1000","19-1040",NA,"Life, Physical, and Social Science Occupations","Life Scientists","Medical Scientists",NA,NA
"19-0000","19-1000","19-1040","19-1041","Life, Physical, and Social Science Occupations","Life Scientists","Medical Scientists","Epidemiologists",NA
"19-0000","19-1000","19-1040","19-1042","Life, Physical, and Social Science Occupations","Life Scientists","Medical Scientists","Medical Scientists, Except Epidemiologists",NA
"19-0000","19-1000","19-1090",NA,"Life, Physical, and Social Science Occupations","Life Scientists","Miscellaneous Life Scientists",NA,NA
"19-0000","19-1000","19-1090","19-1099","Life, Physical, and Social Science Occupations","Life Scientists","Miscellaneous Life Scientists","Life Scientists, All Other",NA
"19-0000","19-2000",NA,NA,"Life, Physical, and Social Science Occupations","Physical Scientists",NA,NA,NA
"19-0000","19-2000","19-2010",NA,"Life, Physical, and Social Science Occupations","Physical Scientists","Astronomers and Physicists",NA,NA
"19-0000","19-2000","19-2010","19-2011","Life, Physical, and Social Science Occupations","Physical Scientists","Astronomers and Physicists","Astronomers",NA
"19-0000","19-2000","19-2010","19-2012","Life, Physical, and Social Science Occupations","Physical Scientists","Astronomers and Physicists","Physicists",NA
"19-0000","19-2000","19-2020",NA,"Life, Physical, and Social Science Occupations","Physical Scientists","Atmospheric and Space Scientists",NA,NA
"19-0000","19-2000","19-2020","19-2021","Life, Physical, and Social Science Occupations","Physical Scientists","Atmospheric and Space Scientists","Atmospheric and Space Scientists",NA
"19-0000","19-2000","19-2030",NA,"Life, Physical, and Social Science Occupations","Physical Scientists","Chemists and Materials Scientists",NA,NA
"19-0000","19-2000","19-2030","19-2031","Life, Physical, and Social Science Occupations","Physical Scientists","Chemists and Materials Scientists","Chemists",NA
"19-0000","19-2000","19-2030","19-2032","Life, Physical, and Social Science Occupations","Physical Scientists","Chemists and Materials Scientists","Materials Scientists",NA
"19-0000","19-2000","19-2040",NA,"Life, Physical, and Social Science Occupations","Physical Scientists","Environmental Scientists and Geoscientists",NA,NA
"19-0000","19-2000","19-2040","19-2041","Life, Physical, and Social Science Occupations","Physical Scientists","Environmental Scientists and Geoscientists","Environmental Scientists and Specialists, Including Health",NA
"19-0000","19-2000","19-2040","19-2042","Life, Physical, and Social Science Occupations","Physical Scientists","Environmental Scientists and Geoscientists","Geoscientists, Except Hydrologists and Geographers",NA
"19-0000","19-2000","19-2040","19-2043","Life, Physical, and Social Science Occupations","Physical Scientists","Environmental Scientists and Geoscientists","Hydrologists",NA
"19-0000","19-2000","19-2090",NA,"Life, Physical, and Social Science Occupations","Physical Scientists","Miscellaneous Physical Scientists",NA,NA
"19-0000","19-2000","19-2090","19-2099","Life, Physical, and Social Science Occupations","Physical Scientists","Miscellaneous Physical Scientists","Physical Scientists, All Other",NA
"19-0000","19-3000",NA,NA,"Life, Physical, and Social Science Occupations","Social Scientists and Related Workers",NA,NA,NA
"19-0000","19-3000","19-3010",NA,"Life, Physical, and Social Science Occupations","Social Scientists and Related Workers","Economists",NA,NA
"19-0000","19-3000","19-3010","19-3011","Life, Physical, and Social Science Occupations","Social Scientists and Related Workers","Economists","Economists",NA
"19-0000","19-3000","19-3020",NA,"Life, Physical, and Social Science Occupations","Social Scientists and Related Workers","Survey Researchers",NA,NA
"19-0000","19-3000","19-3020","19-3022","Life, Physical, and Social Science Occupations","Social Scientists and Related Workers","Survey Researchers","Survey Researchers",NA
"19-0000","19-3000","19-3030",NA,"Life, Physical, and Social Science Occupations","Social Scientists and Related Workers","Psychologists",NA,NA
"19-0000","19-3000","19-3030","19-3031","Life, Physical, and Social Science Occupations","Social Scientists and Related Workers","Psychologists","Clinical, Counseling, and School Psychologists",NA
"19-0000","19-3000","19-3030","19-3032","Life, Physical, and Social Science Occupations","Social Scientists and Related Workers","Psychologists","Industrial-Organizational Psychologists",NA
"19-0000","19-3000","19-3030","19-3039","Life, Physical, and Social Science Occupations","Social Scientists and Related Workers","Psychologists","Psychologists, All Other",NA
"19-0000","19-3000","19-3040",NA,"Life, Physical, and Social Science Occupations","Social Scientists and Related Workers","Sociologists",NA,NA
"19-0000","19-3000","19-3040","19-3041","Life, Physical, and Social Science Occupations","Social Scientists and Related Workers","Sociologists","Sociologists",NA
"19-0000","19-3000","19-3050",NA,"Life, Physical, and Social Science Occupations","Social Scientists and Related Workers","Urban and Regional Planners",NA,NA
"19-0000","19-3000","19-3050","19-3051","Life, Physical, and Social Science Occupations","Social Scientists and Related Workers","Urban and Regional Planners","Urban and Regional Planners",NA
"19-0000","19-3000","19-3090",NA,"Life, Physical, and Social Science Occupations","Social Scientists and Related Workers","Miscellaneous Social Scientists and Related Workers",NA,NA
"19-0000","19-3000","19-3090","19-3091","Life, Physical, and Social Science Occupations","Social Scientists and Related Workers","Miscellaneous Social Scientists and Related Workers","Anthropologists and Archeologists",NA
"19-0000","19-3000","19-3090","19-3092","Life, Physical, and Social Science Occupations","Social Scientists and Related Workers","Miscellaneous Social Scientists and Related Workers","Geographers",NA
"19-0000","19-3000","19-3090","19-3093","Life, Physical, and Social Science Occupations","Social Scientists and Related Workers","Miscellaneous Social Scientists and Related Workers","Historians",NA
"19-0000","19-3000","19-3090","19-3094","Life, Physical, and Social Science Occupations","Social Scientists and Related Workers","Miscellaneous Social Scientists and Related Workers","Political Scientists",NA
"19-0000","19-3000","19-3090","19-3099","Life, Physical, and Social Science Occupations","Social Scientists and Related Workers","Miscellaneous Social Scientists and Related Workers","Social Scientists and Related Workers, All Other",NA
"19-0000","19-4000",NA,NA,"Life, Physical, and Social Science Occupations","Life, Physical, and Social Science Technicians",NA,NA,NA
"19-0000","19-4000","19-4010",NA,"Life, Physical, and Social Science Occupations","Life, Physical, and Social Science Technicians","Agricultural and Food Science Technicians",NA,NA
"19-0000","19-4000","19-4010","19-4011","Life, Physical, and Social Science Occupations","Life, Physical, and Social Science Technicians","Agricultural and Food Science Technicians","Agricultural and Food Science Technicians",NA
"19-0000","19-4000","19-4020",NA,"Life, Physical, and Social Science Occupations","Life, Physical, and Social Science Technicians","Biological Technicians",NA,NA
"19-0000","19-4000","19-4020","19-4021","Life, Physical, and Social Science Occupations","Life, Physical, and Social Science Technicians","Biological Technicians","Biological Technicians",NA
"19-0000","19-4000","19-4030",NA,"Life, Physical, and Social Science Occupations","Life, Physical, and Social Science Technicians","Chemical Technicians",NA,NA
"19-0000","19-4000","19-4030","19-4031","Life, Physical, and Social Science Occupations","Life, Physical, and Social Science Technicians","Chemical Technicians","Chemical Technicians",NA
"19-0000","19-4000","19-4040",NA,"Life, Physical, and Social Science Occupations","Life, Physical, and Social Science Technicians","Geological and Petroleum Technicians",NA,NA
"19-0000","19-4000","19-4040","19-4041","Life, Physical, and Social Science Occupations","Life, Physical, and Social Science Technicians","Geological and Petroleum Technicians","Geological and Petroleum Technicians",NA
"19-0000","19-4000","19-4050",NA,"Life, Physical, and Social Science Occupations","Life, Physical, and Social Science Technicians","Nuclear Technicians",NA,NA
"19-0000","19-4000","19-4050","19-4051","Life, Physical, and Social Science Occupations","Life, Physical, and Social Science Technicians","Nuclear Technicians","Nuclear Technicians",NA
"19-0000","19-4000","19-4060",NA,"Life, Physical, and Social Science Occupations","Life, Physical, and Social Science Technicians","Social Science Research Assistants",NA,NA
"19-0000","19-4000","19-4060","19-4061","Life, Physical, and Social Science Occupations","Life, Physical, and Social Science Technicians","Social Science Research Assistants","Social Science Research Assistants",NA
"19-0000","19-4000","19-4090",NA,"Life, Physical, and Social Science Occupations","Life, Physical, and Social Science Technicians","Miscellaneous Life, Physical, and Social Science Technicians",NA,NA
"19-0000","19-4000","19-4090","19-4091","Life, Physical, and Social Science Occupations","Life, Physical, and Social Science Technicians","Miscellaneous Life, Physical, and Social Science Technicians","Environmental Science and Protection Technicians, Including Health",NA
